Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5
1.858319125,0,0,1,0,0,0
1.858488458,0,0,1,1,1,1
1.858517500,0,0,1,0,0,0
1.858686792,0,0,1,1,1,1
1.858715833,0,0,1,0,0,0
1.858885125,0,0,1,1,1,1
1.858914167,0,0,1,0,0,0
1.859083500,0,0,1,1,1,1
1.859112542,0,0,1,0,0,0
1.859281833,0,0,1,1,1,1
1.859310875,0,0,1,0,0,0
1.859480125,0,0,1,1,1,1
1.859509208,0,0,1,0,0,0
1.859678458,0,0,1,1,1,1
1.859707500,0,0,1,0,0,0
1.859876792,0,0,1,1,1,1
1.859905833,0,0,1,0,0,0
1.860075083,0,0,1,1,1,1
1.860104125,0,0,1,0,0,0
1.860273375,0,0,1,1,1,1
1.860302417,0,0,1,0,0,0
1.860471708,0,0,1,1,1,1
1.860500750,0,0,1,0,0,0
1.860669958,0,0,1,0,1,1
1.860670000,0,0,1,1,1,1
1.860699042,0,0,1,0,0,0
1.860868292,0,0,1,1,1,1
1.860897333,0,0,1,0,0,0
1.861066500,0,0,1,1,1,1
1.861095542,0,0,1,0,0,0
1.861264750,0,0,1,1,1,1
1.861293792,0,0,1,0,0,0
1.861463000,0,0,1,1,1,1
1.861492042,0,0,1,0,0,0
1.861661250,0,0,1,1,1,1
1.861690292,0,0,1,0,0,0
1.861859542,0,0,1,1,1,1
1.861888583,0,0,1,0,0,0
1.862057833,0,0,1,1,1,1
1.862086875,0,0,1,0,0,0
1.862256125,0,0,1,1,1,1
1.862285167,0,0,1,0,0,0
1.862454375,0,0,1,1,1,1
1.862483417,0,0,1,0,0,0
1.862652667,0,0,1,1,1,1
1.862681667,0,0,1,0,0,0
1.862850917,0,0,1,0,1,1
1.862850958,0,0,1,1,1,1
1.862879958,0,0,1,0,0,0
1.863049208,0,0,1,1,1,1
1.863078250,0,0,1,0,0,0
1.863247500,0,0,1,1,1,1
1.863276542,0,0,1,0,0,0
1.863445750,0,0,1,1,1,1
1.863474792,0,0,1,0,0,0
1.863644083,0,0,1,1,1,1
1.863673167,0,0,1,0,0,0
1.863842458,0,0,1,1,1,1
1.863871542,0,0,1,0,0,0
1.864040792,0,0,1,1,1,1
1.864069875,0,0,1,0,0,0
1.864239125,0,0,1,1,1,1
1.864268167,0,0,1,0,0,0
1.864437458,0,0,1,1,1,1
1.864466500,0,0,1,0,0,0
1.864635792,0,0,1,1,1,1
1.864664875,0,0,1,0,0,0
1.864834167,0,0,1,1,1,1
1.864863208,0,0,1,0,0,0
1.865032542,0,0,1,1,1,1
1.865061583,0,0,1,0,0,0
1.865230875,0,0,1,1,1,1
1.865259917,0,0,1,0,0,0
1.865429208,0,0,1,1,1,1
1.865458250,0,0,1,0,0,0
1.865627500,0,0,1,0,1,1
1.865627542,0,0,1,1,1,1
1.865656542,0,0,1,1,0,0
1.865656583,0,0,1,0,0,0
1.865825833,0,0,1,1,1,1
1.865854875,0,0,1,0,0,0
1.866024167,0,0,1,1,1,1
1.866053208,0,0,1,0,0,0
1.866222458,0,0,1,1,1,1
1.866251500,0,0,1,0,0,0
1.866420750,0,0,1,0,1,1
1.866420792,0,0,1,1,1,1
1.866449833,0,0,1,0,0,0
1.866619083,0,0,1,1,1,1
1.866648125,0,0,1,0,0,0
1.866817417,0,0,1,1,1,1
1.866846458,0,0,1,1,0,1
1.866846500,0,0,1,0,0,0
1.867015750,0,0,1,1,1,1
1.867044792,0,0,1,0,0,0
1.867214042,0,0,1,1,1,1
1.867243083,0,0,1,0,0,0
1.867412333,0,0,1,1,1,1
1.867441375,0,0,1,0,0,0
1.867610667,0,0,1,1,1,1
1.867639708,0,0,1,0,0,0
1.867808958,0,0,1,1,1,1
1.867838000,0,0,1,0,0,0
1.868007250,0,0,1,1,1,1
1.868036333,0,0,1,0,0,0
1.868205583,0,0,1,1,1,1
1.868234625,0,0,1,1,0,0
1.868234667,0,0,1,0,0,0
1.868403917,0,0,1,1,1,1
1.868432958,0,0,1,0,0,0
1.868602167,0,0,1,1,1,1
1.868631208,0,0,1,0,0,0
1.868800458,0,0,1,1,1,1
1.868829500,0,0,1,0,0,0
1.868998750,0,0,1,1,1,1
1.869027833,0,0,1,0,0,0
1.869197125,0,0,1,1,1,1
1.869226167,0,0,1,0,0,0
1.869395458,0,0,1,1,1,1
1.869424542,0,0,1,0,0,0
1.869593833,0,0,1,1,1,1
1.869622917,0,0,1,0,0,0
1.869792208,0,0,1,1,1,1
1.869821292,0,0,1,0,0,0
1.869990583,0,0,1,1,1,1
1.870019625,0,0,1,0,0,0
1.870188958,0,0,1,1,1,1
1.870218000,0,0,1,0,0,0
1.870387250,0,0,1,1,1,1
1.870416292,0,0,1,0,0,0
1.870585500,0,0,1,1,1,1
1.870614542,0,0,1,0,0,0
1.870783833,0,0,1,1,1,1
1.870812875,0,0,1,0,0,0
1.870982167,0,0,1,1,1,1
1.871011208,0,0,1,0,0,0
1.871180458,0,0,1,1,1,1
1.871209500,0,0,1,0,0,0
1.871378750,0,0,1,1,1,1
1.871407792,0,0,1,0,0,0
1.871577042,0,0,1,1,1,1
1.871606083,0,0,1,0,0,0
1.871775333,0,0,1,1,1,1
1.871804417,0,0,1,0,0,0
1.871973708,0,0,1,1,1,1
1.872002708,0,0,1,1,0,1
1.872002750,0,0,1,0,0,0
1.872171958,0,0,1,1,1,1
1.872201000,0,0,1,0,0,0
1.872370250,0,0,1,1,1,1
1.872399292,0,0,1,0,0,0
1.872568583,0,0,1,1,1,1
1.872597625,0,0,1,0,0,0
1.872766917,0,0,1,1,1,1
1.872795958,0,0,1,0,0,0
1.872965208,0,0,1,1,1,1
1.872994250,0,0,1,0,0,0
1.873163458,0,0,1,1,1,1
1.873192500,0,0,1,0,0,0
1.873361750,0,0,1,1,1,1
1.873390792,0,0,1,0,0,0
1.873560042,0,0,1,1,1,1
1.873589083,0,0,1,0,0,0
1.873758292,0,0,1,1,1,1
1.873787333,0,0,1,0,0,0
1.873956583,0,0,1,1,1,1
1.873985625,0,0,1,0,0,0
1.874154875,0,0,1,1,1,1
1.874183917,0,0,1,0,0,0
1.874353208,0,0,1,1,1,1
1.874382292,0,0,1,0,0,0
1.874551625,0,0,1,1,1,1
1.874580667,0,0,1,0,0,0
1.874749958,0,0,1,1,1,1
1.874779000,0,0,1,0,0,0
1.874948292,0,0,1,1,1,1
1.874977333,0,0,1,0,0,0
1.875146667,0,0,1,1,1,1
1.875175708,0,0,1,0,0,0
1.875345000,0,0,1,1,1,1
1.875374042,0,0,1,0,0,0
1.875543333,0,0,1,1,1,1
1.875572417,0,0,1,0,0,0
1.875741667,0,0,1,1,1,1
1.875770708,0,0,1,0,0,0
1.875940000,0,0,1,1,1,1
1.875969042,0,0,1,0,0,0
1.876138333,0,0,1,1,1,1
1.876167375,0,0,1,0,0,0
1.876336625,0,0,1,1,1,1
1.876365667,0,0,1,0,0,0
1.876534875,0,0,1,1,1,1
1.876563917,0,0,1,0,0,0
1.876733125,0,0,1,1,1,1
1.876762167,0,0,1,0,0,0
1.876931417,0,0,1,1,1,1
1.876960458,0,0,1,0,0,0
1.877129708,0,0,1,1,1,1
1.877158750,0,0,1,0,0,0
1.877328000,0,0,1,1,1,1
1.877357042,0,0,1,0,0,0
1.877526250,0,0,1,1,1,1
1.877555292,0,0,1,0,0,0
1.877724542,0,0,1,1,1,1
1.877753583,0,0,1,0,0,0
1.877922833,0,0,1,1,1,1
1.877951875,0,0,1,0,0,0
1.878121125,0,0,1,1,1,1
1.878150167,0,0,1,0,0,0
1.878319417,0,0,1,1,1,1
1.878348458,0,0,1,0,0,0
1.878517667,0,0,1,1,1,1
1.878546708,0,0,1,0,0,0
1.878715958,0,0,1,1,1,1
1.878745000,0,0,1,0,0,0
1.878914250,0,0,1,1,1,1
1.878943292,0,0,1,0,0,0
1.879112583,0,0,1,1,1,1
1.879141625,0,0,1,0,0,0
1.879310833,0,0,1,1,1,1
1.879339875,0,0,1,0,0,0
1.879509167,0,0,1,1,1,1
1.879538208,0,0,1,0,0,0
1.879707500,0,0,1,1,1,1
1.879736542,0,0,1,0,0,0
1.879905875,0,0,1,1,1,1
1.879934917,0,0,1,0,0,0
1.880104250,0,0,1,1,1,1
1.880133333,0,0,1,0,0,0
1.880302667,0,0,1,1,1,1
1.880331750,0,0,1,0,0,0
1.880501083,0,0,1,1,1,1
1.880530167,0,0,1,0,0,0
1.880699458,0,0,1,1,1,1
1.880728500,0,0,1,0,0,0
1.880897833,0,0,1,1,1,1
1.880926875,0,0,1,0,0,0
1.881096167,0,0,1,1,1,1
1.881125250,0,0,1,0,0,0
1.881294500,0,0,1,1,1,1
1.881323542,0,0,1,0,0,0
1.881492833,0,0,1,1,1,1
1.881521875,0,0,1,0,0,0
1.881691125,0,0,1,1,1,1
1.881720167,0,0,1,0,0,0
1.881889417,0,0,1,1,1,1
1.881918458,0,0,1,0,0,0
1.882087708,0,0,1,1,1,1
1.882116792,0,0,1,0,0,0
1.882286042,0,0,1,1,1,1
1.882315083,0,0,1,0,0,0
1.882484375,0,0,1,1,1,1
1.882513417,0,0,1,0,0,0
1.882682708,0,0,1,1,1,1
1.882711750,0,0,1,0,0,0
1.882881000,0,0,1,1,1,1
1.882910042,0,0,1,0,0,0
1.883079333,0,0,1,1,1,1
1.883108375,0,0,1,0,0,0
1.883277667,0,0,1,1,1,1
1.883306708,0,0,1,0,0,0
1.883476000,0,0,1,1,1,1
1.883505042,0,0,1,0,0,0
1.883674333,0,0,1,1,1,1
1.883703375,0,0,1,0,0,0
1.883872708,0,0,1,1,1,1
1.883901792,0,0,1,0,0,0
1.884071125,0,0,1,1,1,1
1.884100167,0,0,1,0,0,0
1.884269500,0,0,1,1,1,1
1.884298583,0,0,1,0,0,0
1.884467917,0,0,1,1,1,1
1.884496958,0,0,1,0,0,0
1.884666250,0,0,1,1,1,1
1.884695333,0,0,1,0,0,0
1.884864625,0,0,1,1,1,1
1.884893667,0,0,1,0,0,0
1.885063000,0,0,1,1,1,1
1.885092083,0,0,1,0,0,0
1.885261417,0,0,1,1,1,1
1.885290458,0,0,1,0,0,0
1.885459792,0,0,1,1,1,1
1.885488833,0,0,1,0,0,0
1.885658125,0,0,1,1,1,1
1.885687208,0,0,1,0,0,0
1.885856500,0,0,1,1,1,1
1.885885542,0,0,1,0,0,0
1.886054833,0,0,1,1,1,1
1.886083875,0,0,1,0,0,0
1.886253125,0,0,1,1,1,1
1.886282167,0,0,1,0,0,0
1.886451458,0,0,1,1,1,1
1.886480500,0,0,1,0,0,0
1.886649792,0,0,1,1,1,1
1.886678833,0,0,1,0,0,0
1.886848083,0,0,1,1,1,1
1.886877125,0,0,1,0,0,0
1.887046458,0,0,1,1,1,1
1.887075500,0,0,1,0,0,0
1.887244792,0,0,1,1,1,1
1.887273875,0,0,1,0,0,0
1.887443167,0,0,1,1,1,1
1.887472208,0,0,1,0,0,0
1.887641500,0,0,1,1,1,1
1.887670542,0,0,1,0,0,0
1.887839833,0,0,1,1,1,1
1.887868875,0,0,1,0,0,0
1.888038167,0,0,1,1,1,1
1.888067208,0,0,1,0,0,0
1.888236500,0,0,1,1,1,1
1.888265542,0,0,1,0,0,0
1.888434875,0,0,1,1,1,1
1.888463958,0,0,1,0,0,0
1.888633250,0,0,1,1,1,1
1.888662292,0,0,1,0,0,0
1.888831542,0,0,1,1,1,1
1.888860583,0,0,1,1,0,0
1.888860625,0,0,1,0,0,0
1.889029875,0,0,1,1,1,1
1.889058917,0,0,1,0,0,0
1.889228208,0,0,1,1,1,1
1.889257250,0,0,1,0,0,0
1.889426542,0,0,1,1,1,1
1.889455583,0,0,1,0,0,0
1.889624917,0,0,1,1,1,1
1.889653958,0,0,1,0,0,0
1.889823167,0,0,1,1,1,1
1.889852167,0,0,1,0,0,0
1.890021417,0,0,1,1,1,1
1.890050458,0,0,1,0,0,0
1.890219667,0,0,1,1,1,1
1.890248708,0,0,1,0,0,0
1.890418000,0,0,1,1,1,1
1.890447042,0,0,1,0,0,0
1.890616250,0,0,1,1,1,1
1.890645292,0,0,1,0,0,0
1.890814542,0,0,1,1,1,1
1.890843542,0,0,1,1,0,1
1.890843583,0,0,1,0,0,0
1.891012833,0,0,1,1,1,1
1.891041875,0,0,1,0,0,0
1.891211125,0,0,1,1,1,1
1.891240167,0,0,1,0,0,0
1.891409375,0,0,1,1,1,1
1.891438417,0,0,1,0,0,0
